Data;Czas;Kierunek;Przewoznik;Rejs;Status;;Lotnisko wylotowe
2025-04-23;16:40;RODOS;;FR 7492;0;"WMI"
2025-04-23;17:00;MADRYT;;FR 1063;0;;"WMI"
2025-04-23;17:05;MALTA;;FR 9259;0;;"WMI"
2025-04-23;18:05;BRUKSELA CHARLEROI;;FR 628;0;;"WMI"
2025-04-23;18:15;KOPENHAGA;;FR 9750;0;;"WMI"
2025-04-23;19:35;MALAGA;;FR 4060;0;;"WMI"
2025-04-24;06:05;DUBLIN;;FR 4544;0;"WMI"
2025-04-24;06:40;RZYM CIAMPINO;;FR 3866;0;"WMI"
2025-04-24;06:45;TENERYFA;;FR 6121;0;;"WMI"
2025-04-24;06:45;BARCELONA;;FR 6945;0;;"WMI"
2025-04-24;07:15;MALTA;;FR 9259;0;"WMI"
2025-04-24;07:25;LONDYN STANSTED;;FR 2282;0;;"WMI"
2025-04-24;08:25;BARI;;FR 4237;0;"WMI"
2025-04-24;09:45;ALICANTE;;FR 1001;0;"WMI"
2025-04-24;11:05;HELSINKI;;FR 9318;0;"WMI"
2025-04-24;12:25;LIZBONA;;FR 2263;0;"WMI"
2025-04-24;12:40;SZTOKHOLM ARLANDA;;FR 1944;0;"WMI"
2025-04-24;13:00;EINDHOVEN;;FR 4022;0;"WMI"
2025-04-24;13:20;BUDAPESZT;;FR 1922;0;"WMI"
2025-04-24;13:40;PARYŻ BEAUVAIS;;FR 1888;0;"WMI"
2025-04-24;14:10;NEAPOL;;FR 4553;0;"WMI"
2025-04-24;14:55;RZYM CIAMPINO;;FR 7026;0;"WMI"
2025-04-24;15:50;BRUKSELA CHARLEROI;;FR 628;0;"WMI"
2025-04-24;16:05;LONDYN STANSTED;;FR 1835;0;"WMI"
2025-04-24;16:40;RODOS;;FR 7492;0;"WMI"
2025-04-24;19:00;DUBLIN;;FR 1924;0;"WMI"
2025-04-24;19:45;TIRANA;;FR 8414;0;"WMI"
2025-04-24;20:20;BOLONIA;;FR 1942;0;"WMI"
2025-04-25;06:05;DUBLIN;;FR 4544;0;"WMI"
2025-04-25;06:40;RZYM CIAMPINO;;FR 3866;0;"WMI"
2025-04-25;07:15;MALTA;;FR 9259;0;"WMI"
2025-04-25;09:45;ALICANTE;;FR 1001;0;"WMI"
2025-04-25;11:05;HELSINKI;;FR 9318;0;"WMI"
2025-04-25;12:25;LIZBONA;;FR 2263;0;"WMI"
2025-04-25;12:40;SZTOKHOLM ARLANDA;;FR 1944;0;"WMI"
2025-04-25;13:20;BUDAPESZT;;FR 1922;0;"WMI"
2025-04-25;13:40;PARYŻ BEAUVAIS;;FR 1888;0;"WMI"
2025-04-25;14:55;RZYM CIAMPINO;;FR 7026;0;"WMI"
2025-04-25;15:50;BRUKSELA CHARLEROI;;FR 628;0;"WMI"
2025-04-25;16:05;LONDYN STANSTED;;FR 1835;0;"WMI"
2025-04-25;19:00;SALONIKI;;FR 4389;0;"WMI"
2025-04-25;20:15;ZEMUNIK-ZADAR;;FR 5750;0;"WMI"
2025-04-25;20:50;MEDIOLAN BERGAMO;;FR 1904;0;"WMI"
2025-04-25;22:30;EDYNBURG;;FR 4525;0;"WMI"
2025-07-01;10:25;LONDYN STANSTED;;FR 1835;0;"WMI"
2025-07-01;11:05;DUBLIN;;FR 1924;0;"WMI"
2025-07-01;11:30;PARYŻ BEAUVAIS;;FR 1888;0;"WMI"
